TRANSACTION_DATE,AGENCY_NAME,MERCHANT_NAME,TRANSACTION_AMOUNT,Month,DayOfWeek,AGENCY_CODE,MERCHANT_CODE,Anomaly
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VMWARE INC,3117.67,12,4,115,84822,-1
2013-12-16,UNIV. OF OKLA. HEALTH SCIENCES CENTER,A M P INSTRUMENT BAA,4990.0,12,0,115,433,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACGME,795.0,12,4,115,820,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACGME,950.0,12,4,115,820,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACGME,795.0,12,4,115,820,-1
2013-12-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WHIP MIX,4919.88,12,1,115,85700,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ATI,11692.0,12,3,115,20517,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ATI,15620.0,12,3,115,20517,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ATI,3850.0,12,3,115,20517,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ATI,5862.0,12,3,115,20517,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ATI,12870.0,12,3,115,20517,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,5601.84,12,3,115,29839,-1
2013-12-18,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIO X CELL,4195.0,12,2,115,22099,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ABCAM,3618.5,12,3,115,648,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ADMIRAL EXPRESS-AOPD,2645.16,12,4,115,1072,-1
2013-12-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MASSCO - OKLAHOMA CITY,2976.79,12,3,115,54598,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"LABASS PROTECTION, LLC",3042.0,12,4,115,52754,-1
2013-12-22,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMAZON MKTPLACE PMTS,158.46,12,6,115,7994,-1
2013-12-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"INTEGRIS EQUIPMENT, LL",2950.0,12,1,115,45155,-1
2013-12-23,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"LAB ANIMAL SUPPLIES, INC",2335.48,12,0,115,52750,-1
2013-12-18,UNIV. OF OKLA. HEALTH SCIENCES CENTER,HUNZICKER BROTHERS INC,3360.0,12,2,115,44112,-1
2013-12-18,UNIV. OF OKLA. HEALTH SCIENCES CENTER,HUNZICKER BROTHERS INC,4500.0,12,2,115,44112,-1
2013-12-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SAFFA COMPOUNDING,2540.0,12,4,115,67285,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMERICAN AI 0017374559635,7772.4,1,4,115,14591,-1
2014-01-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VWR INTERNATIONAL INC,344.53,1,6,115,84885,-1
2014-01-18,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"ALLERGAN USA, INC",4328.0,1,5,115,7828,-1
2014-01-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VOSS LIGHTING - OKLAHOMA,2035.0,1,0,115,84854,-1
2014-01-22,UNIV. OF OKLA. HEALTH SCIENCES CENTER,APL APPLE ONLINE STORE,5558.0,1,2,115,19901,-1
2014-01-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,EEI,4600.0,1,0,115,30810,-1
2014-01-21,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SHI CORP,4820.0,1,1,115,68347,-1
2014-01-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIOEXPRESS LLC,2398.98,1,0,115,22114,-1
2014-01-21,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,7533.2,1,1,115,29839,-1
2014-01-23,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,3651.24,1,3,115,29839,-1
2014-01-21,UNIV. OF OKLA. HEALTH SCIENCES CENTER,EASTON SOD FARM-BIXBY,2500.0,1,1,115,30611,-1
2014-01-20,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIO X CELL,3770.0,1,0,115,22099,-1
2014-01-23,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DENTSPLY NORTH AMERICA,3636.1,1,3,115,29478,-1
2014-01-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,3546.99,1,4,115,29839,-1
2014-01-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,NOISEMETERS INC,4661.0,1,4,115,56903,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DENTSPLY ENDODONTICS,3450.0,1,0,115,29476,-1
2014-01-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,UPS 1ZT6789Y0390040251,14.59,1,6,115,83909,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,pss_2025 INV MULTIPLE,3478.21,1,1,115,86712,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,pss_2025 INV MULTIPLE,2549.29,1,1,115,86712,-1
2014-01-11,UNIV. OF OKLA. HEALTH SCIENCES CENTER,XPEDX-INTL PAPER,3154.8,1,5,115,86466,-1
2014-01-10,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MORRISON SUPPLY 66,4200.0,1,4,115,55813,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIOLEGEND INC,4991.0,1,1,115,22118,-1
2014-01-18,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ECOLAB CENTER,2405.78,1,5,115,30716,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,HUNZICKER BROTHERS INC,4500.0,1,4,115,44112,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,JOHNSON CONTROLS SS,2402.4,1,0,115,46716,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,IVG INVITROGEN CORPORA,4917.39,1,4,115,46203,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AANS RELATED MEETIN,1440.0,1,0,115,575,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AT&T BILL PAYMENT,1869.8,1,0,115,20469,-1
2014-01-12,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,72.46,1,6,115,84066,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,CDW GOVERNMENT,2088.56,1,0,115,23752,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACGME,795.0,1,0,115,820,-1
2014-01-13,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACGME,950.0,1,0,115,820,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMERICAN COLLEGE OF PHYSI,3561.0,1,4,115,19353,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,L & M OFFICE FURNITURE-OK,3574.2,1,4,115,52636,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VIDEO REALITY,3225.0,1,4,115,84727,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,GLAXO SMITHKLINE CONSUME,4212.0,1,4,115,41983,-1
2014-01-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMAZON MKTPLACE PMTS,497.47,1,6,115,7994,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,R & D SYSTEMS,3010.0,1,1,115,66044,-1
2014-01-17,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIO RAD  1745B116,2877.0,1,4,115,21929,-1
2014-01-12,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,33.63,1,6,115,84066,-1
2014-01-19,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMAZON MKTPLACE PMTS,-71.86,1,6,115,7994,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,LIFE ASSIST INC,4235.0,1,1,115,53187,-1
2014-01-15,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"CHEETAH EXAM PREP, LLC",3015.0,1,2,115,24024,-1
2014-01-16,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,4982.36,1,3,115,29839,-1
2014-01-16,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VWR INTERNATIONAL INC,6131.29,1,3,115,84885,-1
2014-01-16,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MCKESSON MEDICAL SURGICAL,3207.04,1,3,115,54958,-1
2014-01-15,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,21424.0,1,2,115,29839,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACTIVE MOTIF INC.,1405.0,1,1,115,996,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WAL-MART #0622,15.72,1,6,115,85046,-1
2014-01-15,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SONOSITE INC,44332.0,1,2,115,68891,-1
2014-01-15,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,5157.74,1,2,115,29839,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,2485.84,1,5,115,29839,-1
2014-01-15,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,4564.05,1,2,115,29839,-1
2014-01-14,UNIV. OF OKLA. HEALTH SCIENCES CENTER,L & M OFFICE FURNITURE IN,4062.15,1,1,115,52635,-1
2014-01-30,UNIV. OF OKLA. HEALTH SCIENCES CENTER,pss_2025 INV MULTIPLE,3791.07,1,3,115,86712,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AM ACADEMY OF ORTHO SU,895.0,1,5,115,7956,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VWR INTERNATIONAL INC,89.92,1,6,115,84885,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,3042.12,1,5,115,29839,-1
2014-01-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MCKESSON MEDICAL SURGICAL,4767.6,1,4,115,54958,-1
2014-01-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MCKESSON MEDICAL SURGICAL,3290.76,1,4,115,54958,-1
2014-01-23,UNIV. OF OKLA. HEALTH SCIENCES CENTER,NEW STAR LASERS INC,29350.0,1,3,115,56755,-1
2014-01-31,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,3295.0,1,4,115,29839,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIODEX MEDICL SYSTEMS,4638.88,1,5,115,22113,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WALMART.COM 8009666546,210.0,1,6,115,85230,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WALMART.COM 8009666546,1300.0,1,6,115,85230,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,2364.66,1,5,115,29839,-1
2014-01-25,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AM ACADEMY OF ORTHO SU,1329.0,1,5,115,7956,-1
2014-01-24,UNIV. OF OKLA. HEALTH SCIENCES CENTER,OLYMPUSAMER,3625.0,1,4,115,61702,-1
2014-01-27,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WHIP MIX,1662.57,1,0,115,85700,-1
2014-01-27,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WHIP MIX,4049.14,1,0,115,85700,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VWR INTERNATIONAL INC,365.09,1,6,115,84885,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,Amazon.com,922.2,1,6,115,21110,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,IVG INVITROGEN CORPORA,3001.87,1,1,115,46203,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ABRAXIS LLC,2130.0,1,1,115,674,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SHI SMARTPRACT#111624,3662.75,1,1,115,68348,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"ALLERGAN USA, INC",4328.0,1,1,115,7828,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,OKLAHOMA CITY WINNELSO,3816.0,1,1,115,61560,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BWI - DALLAS/FT.WO,3039.94,1,1,115,23076,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,EEI FILTER DIVISION,2849.12,1,1,115,30811,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIO RAD,3839.87,1,2,115,21924,-1
2014-01-27,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SANOFI PASTEUR INC,3634.65,1,0,115,67394,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DAL-TILE #142 OK CITY,3576.15,1,2,115,26272,-1
2014-01-26,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,43.12,1,6,115,84066,-1
2014-01-27,UNIV. OF OKLA. HEALTH SCIENCES CENTER,OLYMPUSAMER,24765.72,1,0,115,61702,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIOEXPRESS LLC,3740.98,1,2,115,22114,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,STARKEY LABS INC,4935.83,1,1,115,76292,-1
2014-01-28,UNIV. OF OKLA. HEALTH SCIENCES CENTER,APL APPLE ONLINE STORE,3063.0,1,1,115,19901,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,7314.31,1,2,115,29839,-1
2014-01-27,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACT University of Colo,1500.0,1,0,115,966,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MCKESSON MEDICAL SURGICAL,4840.36,1,2,115,54958,-1
2014-01-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AT&T BILL PAYMENT,3714.33,1,2,115,20469,-1
2014-01-02,UNIV. OF OKLA. HEALTH SCIENCES CENTER,LABSCO,4271.15,1,3,115,52785,-1
2014-01-02,UNIV. OF OKLA. HEALTH SCIENCES CENTER,GLOBAL MEDICAL INSTRUMENT,4997.0,1,3,115,42014,-1
2014-01-02,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AT&T BILL PAYMENT,3087.17,1,3,115,20469,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,336.61,1,6,115,84066,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,THERACOM LLC,15818.63,1,0,115,78501,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ESI CURASCRIPT SD,19386.95,1,0,115,31535,-1
2013-12-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,OTTO ENVIRONMENTAL,1206.87,12,6,115,62113,-1
2013-12-29,UNIV. OF OKLA. HEALTH SCIENCES CENTER,OTTO ENVIRONMENTAL,1268.69,12,6,115,62113,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,78.01,1,6,115,84066,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,9.4,1,6,115,84066,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"LAB ANIMAL SUPPLIES, INC",4970.4,1,0,115,52750,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,42.19,1,6,115,84066,-1
2014-01-07,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ESI CURASCRIPT SD,4523.62,1,1,115,31535,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ABRF,440.0,1,0,115,677,-1
2014-01-08,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMERICAN MEDICAL GROUP AS,12290.0,1,2,115,19457,-1
2014-01-07,UNIV. OF OKLA. HEALTH SCIENCES CENTER,PLATYPUS TECHNOLOGIES LLC,3070.0,1,1,115,64996,-1
2014-01-07,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SOUTHWEST MEDICAL EQUIPME,4050.0,1,1,115,72960,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,265.46,1,6,115,84066,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AT&T BILL PAYMENT,4201.45,1,0,115,20469,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MATHIS BROS FURN CO,3240.2,1,0,115,54630,-1
2014-01-09,UNIV. OF OKLA. HEALTH SCIENCES CENTER,HIGHER EDUCATION USER GRO,4945.0,1,3,115,43330,-1
2014-01-07,UNIV. OF OKLA. HEALTH SCIENCES CENTER,LEICA MICROSYSTEMS,51519.6,1,1,115,53110,-1
2014-01-09,UNIV. OF OKLA. HEALTH SCIENCES CENTER,MCKESSON MEDICAL SURGICAL,4059.42,1,3,115,54958,-1
2014-01-10,UNIV. OF OKLA. HEALTH SCIENCES CENTER,EEI,4820.0,1,4,115,30810,-1
2014-01-10,UNIV. OF OKLA. HEALTH SCIENCES CENTER,pss_2025 INV MULTIPLE,3095.15,1,4,115,86712,-1
2014-01-07,UNIV. OF OKLA. HEALTH SCIENCES CENTER,"LAB ANIMAL SUPPLIES, INC",3110.66,1,1,115,52750,-1
2014-01-09,UNIV. OF OKLA. HEALTH SCIENCES CENTER,ACT RSA CONFERNECE NTH DE,1695.0,1,3,115,943,-1
2014-01-08,UNIV. OF OKLA. HEALTH SCIENCES CENTER,THE ARGEN CORPORATION,15556.44,1,2,115,77869,-1
2014-01-10,UNIV. OF OKLA. HEALTH SCIENCES CENTER,PHARMACAL RESEARCH LABS,3096.34,1,4,115,64674,-1
2014-01-08,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BIO RAD  CHUNG12/13/13,3753.0,1,2,115,21942,-1
2014-01-09,UNIV. OF OKLA. HEALTH SCIENCES CENTER,CENTER FOR MEDICAL SIMULA,4575.0,1,3,115,23809,-1
2014-01-09,UNIV. OF OKLA. HEALTH SCIENCES CENTER,CENTER FOR MEDICAL SIMULA,4575.0,1,3,115,23809,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,WAL-MART #0277,375.0,1,6,115,85013,-1
2014-01-03,UNIV. OF OKLA. HEALTH SCIENCES CENTER,BRYANT RANCH PREPACK,4089.8,1,4,115,22827,-1
2014-01-03,UNIV. OF OKLA. HEALTH SCIENCES CENTER,GRIFFIN GREENHOUSE SUPPLI,3452.15,1,4,115,42495,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,2408.15,1,0,115,29839,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,DMI  DELL HIGHER EDUC,2408.15,1,0,115,29839,-1
2014-01-04,UNIV. OF OKLA. HEALTH SCIENCES CENTER,VWR INTERNATIONAL INC,1581.72,1,5,115,84885,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SHI SMARTPRACT#111624,3809.0,1,0,115,68348,-1
2014-01-06,UNIV. OF OKLA. HEALTH SCIENCES CENTER,SHI SMARTPRACT#111624,2637.0,1,0,115,68348,-1
2014-01-05,UNIV. OF OKLA. HEALTH SCIENCES CENTER,USA MOBILITY WIRELE,7.6,1,6,115,84066,-1
2014-01-03,UNIV. OF OKLA. HEALTH SCIENCES CENTER,AMAZON MKTPLACE PMTS,1888.99,1,4,115,7994,-1
2013-11-08,BD. OF CHEM. TEST ALCOHOL/DRUG,AMERICAN AI 0017318569252,551.6,11,4,2,12918,-1
2013-11-08,BD. OF CHEM. TEST ALCOHOL/DRUG,AGENT FEE   8900596176247,20.0,11,4,2,3549,-1
2013-11-08,BD. OF CHEM. TEST ALCOHOL/DRUG,AGENT FEE   8900596176246,20.0,11,4,2,3548,-1
2013-11-08,BD. OF CHEM. TEST ALCOHOL/DRUG,AMERICAN AI 0017318569251,551.6,11,4,2,12917,-1
2013-12-12,BD. OF CHEM. TEST ALCOHOL/DRUG,IU CONFERENCE,1500.0,12,3,2,46194,-1
2014-01-16,BD. OF CHEM. TEST ALCOHOL/DRUG,VALLEY LASER,1560.0,1,3,2,84563,-1
2013-10-01,BD. OF VETERINARY MED. EXAM.,4IMPRINT,121.18,10,1,8,310,-1
2013-12-16,BD. OF VETERINARY MED. EXAM.,AMERICAN AI 0017367837737,322.6,12,0,8,13783,-1
2013-12-16,BD. OF VETERINARY MED. EXAM.,AMERICAN AI 0017367837738,339.6,12,0,8,13784,-1
2014-01-06,BD. OF VETERINARY MED. EXAM.,RESPONDER PUBLIC SAFETY,696.53,1,0,8,66677,-1
2013-07-11,OKLA. CAREER AND TECHNOLOGY EDUCATION,ORACL OPN,38506.87,7,3,70,61896,-1
2013-07-16,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,7155.62,7,1,70,73859,-1
2013-07-17,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,5768.02,7,2,70,84893,-1
2013-08-21,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,4769.58,8,2,70,86466,-1
2013-08-25,OKLA. CAREER AND TECHNOLOGY EDUCATION,APL APPLE ONLINE STORE,2516.0,8,6,70,19901,-1
2013-08-07,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,4158.35,8,2,70,86466,-1
2013-07-31,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,4206.08,7,2,70,86466,-1
2013-08-13,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,6985.98,8,1,70,73859,-1
2013-08-13,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,6155.23,8,1,70,84893,-1
2013-09-28,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,1885.52,9,5,70,86466,-1
2013-09-26,OKLA. CAREER AND TECHNOLOGY EDUCATION,ADVANTAGE GRAPHICS INC.,2440.46,9,3,70,1151,-1
2013-09-26,OKLA. CAREER AND TECHNOLOGY EDUCATION,DMI  DELL K-12/GOVT,4600.64,9,3,70,29841,-1
2013-09-16,OKLA. CAREER AND TECHNOLOGY EDUCATION,XEROX CORPORATION/RBO,2330.31,9,0,70,86452,-1
2013-09-16,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,7376.28,9,0,70,73859,-1
2013-09-23,OKLA. CAREER AND TECHNOLOGY EDUCATION,ADVANTAGE GRAPHICS INC.,1622.55,9,0,70,1151,-1
2013-09-17,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,6040.98,9,1,70,84893,-1
2013-09-18,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,5633.45,9,2,70,86466,-1
2013-10-16,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,7914.24,10,2,70,86466,-1
2013-10-07,OKLA. CAREER AND TECHNOLOGY EDUCATION,WOODWARD STEEL CO,3811.89,10,0,70,86090,-1
2013-10-17,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,8152.3,10,3,70,73859,-1
2013-10-18,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,6130.31,10,4,70,84893,-1
2013-10-03,OKLA. CAREER AND TECHNOLOGY EDUCATION,FEDEX 90217819,6236.19,10,3,70,39749,-1
2013-10-13,OKLA. CAREER AND TECHNOLOGY EDUCATION,AMAZON MKTPLACE PMTS,20.14,10,6,70,7994,-1
2013-10-26,OKLA. CAREER AND TECHNOLOGY EDUCATION,SHI CORP,5481.0,10,5,70,68347,-1
2013-10-27,OKLA. CAREER AND TECHNOLOGY EDUCATION,ACCO BRANDS DIRECT,10.49,10,6,70,755,-1
2013-11-14,OKLA. CAREER AND TECHNOLOGY EDUCATION,ADVANTAGE GRAPHICS INC.,2052.7,11,3,70,1151,-1
2013-11-15,OKLA. CAREER AND TECHNOLOGY EDUCATION,GEXPRO,3581.73,11,4,70,41901,-1
2013-11-03,OKLA. CAREER AND TECHNOLOGY EDUCATION,CROWNE PLAZA LOUISVILL,618.48,11,6,70,25858,-1
2013-11-05,OKLA. CAREER AND TECHNOLOGY EDUCATION,INFOSOURCE INC,4999.82,11,1,70,44892,-1
2013-11-20,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,6198.45,11,2,70,84893,-1
2013-11-06,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,3169.18,11,2,70,86466,-1
2013-10-31,OKLA. CAREER AND TECHNOLOGY EDUCATION,SHI CORP,4571.0,10,3,70,68347,-1
2013-11-07,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,8046.88,11,3,70,73859,-1
2013-11-13,OKLA. CAREER AND TECHNOLOGY EDUCATION,ADORAMA INC,2190.0,11,2,70,1084,-1
2013-11-21,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,4849.63,11,3,70,86466,-1
2013-11-26,OKLA. CAREER AND TECHNOLOGY EDUCATION,SHI CORP,6840.0,11,1,70,68347,-1
2013-11-23,OKLA. CAREER AND TECHNOLOGY EDUCATION,YRC INC.,1598.18,11,5,70,86557,-1
2013-12-11,OKLA. CAREER AND TECHNOLOGY EDUCATION,VZWRLSS MY VZ VB P,6177.44,12,2,70,84893,-1
2013-12-08,OKLA. CAREER AND TECHNOLOGY EDUCATION,AMERICAN AI 0017257109463,-236.39,12,6,70,9028,-1
2013-12-10,OKLA. CAREER AND TECHNOLOGY EDUCATION,XEROX CORPORATION/RBO,2191.54,12,1,70,86452,-1
2013-12-08,OKLA. CAREER AND TECHNOLOGY EDUCATION,EMBASSY SUITES CONV CTR,510.72,12,6,70,31250,-1
2013-11-27,OKLA. CAREER AND TECHNOLOGY EDUCATION,CMS COMMUNICATIONS INC.,3194.0,11,2,70,24825,-1
2013-12-03,OKLA. CAREER AND TECHNOLOGY EDUCATION,GETTY IMAGES,4491.99,12,1,70,41897,-1
2013-12-18,OKLA. CAREER AND TECHNOLOGY EDUCATION,XPEDX-INTL PAPER,3366.4,12,2,70,86466,-1
2014-01-02,OKLA. CAREER AND TECHNOLOGY EDUCATION,STANDLEY SYSTEMS LLC,7355.88,1,3,70,73859,-1
2014-01-29,OKLA. CAREER AND TECHNOLOGY EDUCATION,H-I-S Paint Reno,3809.32,1,2,70,42735,-1
